link,title,snippet,date,source
https://m.economictimes.com/news/elections/lok-sabha/india/2024-ls-polls-kicks-off-on-friday-voting-for-102-seats-in-1st-of-the-7-phases/articleshow/109410368.cms,"2024 LS polls kick off on Friday, voting for 102 seats in 1st of the 7 
phases","The 2024 Lok Sabha polls kicks off on Friday with voting for 102 seats 
spread across 21 states and Union territories in the first of the...",1 week ago,The Economic Times
https://www.ndtv.com/india-news/lok-sabha-polls-2024-some-interesting-facts-about-1st-phase-of-voting-tomorrow-5470429,Lok Sabha Polls: Some Interesting Facts About 1st Phase Of Voting Tomorrow,"Over 16.63 crore voters in 1.87 lakh polling stations across the country 
will decide the fate of 1625 candidates in the first phase of the...",1 week ago,NDTV
https://www.thehindu.com/elections/lok-sabha/lok-sabha-elections-2024-conversation-with-candidates-in-karnataka/article68032090.ece,"Karnataka Lok Sabha Elections 2024: Conversation with candidates in 
Karnataka","Exclusive interviews and takeaways from campaign trails of Karnataka 
candidates in the fray for Lok Sabha polls. April 18, 2024 02:27 pm | 
Updated April 24,...",1 week ago,The Hindu
https://www.cnbc.com/video/2024/04/18/everything-you-need-to-know-about-the-2024-indian-general-election.html,Everything you need to know about the 2024 Indian general election,"India, the world's largest democracy, heads to the polls on April 19. 
CNBC's Tanvir Gill gives a primer on the 2024 Indian general election.",1 week ago,CNBC
https://m.economictimes.com/news/india/ed-searches-assets-attachment-convictions-rose-exponentially-during-bjp-rule-compared-to-upa-era/articleshow/109373079.cms,"ED searches, assets attachment, convictions rose exponentially during BJP 
rule compared to UPA era","While the opposition parties have alleged that the ED's action during the 
last decade was part of the BJP-led central government's...",1 week ago,The Economic Times
https://www.livemint.com/elections/lok-sabha-elections-2024-women-participation-on-steady-rise-female-voters-expected-to-surpass-males-in-2029-11713325796399.html,Lok Sabha Elections 2024: Women voters expected to surpass males in 2029,"As India gears for the 17th Lok Sabha elections beginning on April 19, the 
historic gap between male and female voters has significantly...",1 week ago,Livemint
https://m.economictimes.com/news/elections/lok-sabha/india/ls-polls-phase-2-adr-analysis-shows-21-pc-of-candidates-have-criminal-cases-against-them/articleshow/109351876.cms,"LS polls Phase-2: ADR analysis shows 21 pc of candidates have criminal 
cases against them","A total of 250 candidates in the fray for the second phase of the Lok Sabha 
election have criminal cases against them, with three facing...",1 week ago,The Economic Times
https://www.ndtv.com/india-news/why-lok-sabha-elections-2024-is-historic-in-many-ways-5454492,Why Lok Sabha Elections 2024 Is Historic In Many Ways,"The stage is all set. India will begin voting for the Lok Sabha elections 
in less than a week.",1 week ago,NDTV
https://www.livemint.com/politics/lok-sabha-elections-21-of-candidates-contesting-in-phase-2-have-criminal-cases-against-them-reveals-adr-report-11713257679116.html,21% Phase 2 Lok Sabha candidates have criminal cases against them: Report,"A report by ADR and National Election Watch reveals alarming statistics: 
21% of Phase 2 Lok Sabha candidates face criminal cases,...",1 week ago,Livemint
https://www.reuters.com/world/india/indias-lok-sabha-election-2024-main-political-parties-candidates-2024-04-16/,India's Lok Sabha election 2024: the main political parties and candidates,"April 16 (Reuters) - India, with nearly a billion eligible voters, will set 
off on the world's largest electoral exerciseon Friday.",1 week ago,Reuters
https://m.economictimes.com/news/elections/lok-sabha/india/seizures-worth-rs-100-cr-being-made-every-day-to-check-influence-of-money-power-in-polls-ec/articleshow/109307286.cms,"Seizure worth Rs 4,650 crore made; 45% of them drugs: EC","Election Commission authorities are seizing Rs 100 crore daily for Lok 
Sabha elections, surpassing 2019 seizures. The ECI aims for the...",1 week ago,The Economic Times
https://www.business-standard.com/elections/lok-sabha-election/lok-sabha-polls-eci-has-seized-over-rs-100-crore-per-day-since-march-1-124041500287_1.html,Lok Sabha polls: ECI has seized over Rs 100 crore per day since March 1,"Lok Sabha polls: The Election Commission of India seized Rs 3475 cr during 
the entire 2019 Lok Sabha polls. This time it has seized Rs 4650...",1 week ago,Business Standard
https://m.economictimes.com/news/elections/lok-sabha/india/ls-polls-demand-for-private-jets-choppers-jumps-up-to-40-pc-operators-set-to-rake-in-more-profit/articleshow/109284226.cms,"LS polls: Demand for private jets, choppers jumps up to 40 pc; operators 
set to rake in more profit","While the demand has surged compared to the normal times and previous 
election years, there is lesser number of fixed wing aircraft and...",1 week ago,The Economic Times
https://www.moneycontrol.com/elections/lok-sabha-election/lok-sabha-elections-when-women-voters-bucked-an-age-old-trend-article-12629861.html,Lok Sabha elections: When women voters bucked an age-old trend,"In India, as in many democracies around the world, gender divide in voter 
turnout was a very prevalent factor. However, a visible change was...",2 weeks ago,Moneycontrol
https://asia.nikkei.com/Politics/India-elections/India-elections-set-to-kick-off-5-things-to-know,India elections set to kick off: 5 things to know,"NEW DELHI -- India, the world's most populous country and largest 
democracy, kicks off its weekslong, multiphase general elections on April...",2 weeks ago,Nikkei Asia
https://www.wbur.org/onpoint/2024/04/23/indias-high-stakes-election,India's high-stakes election | On Point,"Elections in the world's largest democracy are underway. Prime Minister 
Narendra Modi's power is ascendant. But, like in other global...",2 days ago,WBUR
